,Price,Rooms,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,PI,S,SA,SP,VB,h,t,u,Eastern Metropolitan,Eastern Victoria,Northern Metropolitan,Northern Victoria,South-Eastern Metropolitan,Southern Metropolitan,Western Metropolitan,Western Victoria
0,-0.05010828729502106,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-1.6922722841869267,-0.35103059240871004,-0.688873404543513,-1.6818272569750345,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.5868325555826805,0.07064120426974427,-1.292159351807104,0.10099876252678701,0.5956105122631015,-1.6922722841869267,-0.3755464746109918,0.0928282301709214,-1.6818272569750345,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,0.7868023550907962,1.1005068552234745,-1.292159351807104,0.10099876252678701,-0.8102571959205849,0.45856239741762655,-0.3911474905578984,0.004749172738309085,1.3100946877595911,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,1.1956295007518325,0.07064120426974427,-1.292159351807104,1.131951534546511,0.5956105122631015,-1.6922722841869267,-0.25185270531766113,0.7534211609155138,-1.4193779635772605,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,0.8401276349596271,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,0.45856239741762655,-0.23959476421652026,-0.3805967035293698,-1.9442765503728088,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,0.04172969470129871,-0.9592244466839859,-1.292159351807104,0.10099876252678701,-0.8102571959205849,0.45856239741762655,-0.2797116623657086,-0.7329129332598191,-1.6818272569750345,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,0.41648791155724874,0.07064120426974427,-1.292159351807104,0.10099876252678701,0.5956105122631015,0.45856239741762655,-0.28639781205723996,0.533223517333983,1.0738903237015944,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7,-0.47226675292326514,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,0.5956105122631015,-0.6168549433846501,-0.5248704843885261,-0.5237251718573649,1.178870041060704,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8,0.35723760059188114,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,0.45856239741762655,-0.2596532132911144,-0.4906955253201352,-1.9442765503728088,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9,0.19429924543712027,0.07064120426974427,-1.292159351807104,0.10099876252678701,0.5956105122631015,-0.6168549433846501,-0.39894799853135166,-0.3475670569921402,-2.2067258437705832,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10,0.1594896877449668,0.07064120426974427,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.3710890414833042,-0.4026164678875229,-1.9442765503728088,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11,-0.26489066454447857,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.3577167421002414,-0.7549326976179722,0.5489917369060461,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12,0.38686275607456494,1.1005068552234745,-1.292159351807104,1.131951534546511,0.5956105122631015,0.45856239741762655,0.34432897551055414,-0.07232000251522669,-1.6818272569750345,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,-0.8425811964568126,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.5248704843885261,-0.8980611659459672,0.15531779680938473,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14,0.04617346802370128,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,0.5956105122631015,-0.6168549433846501,-0.3866900574302108,-0.07232000251522669,1.2838497584198139,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15,0.3646438894625521,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-1.6922722841869267,-0.36105981694600714,-0.6228141114690537,-1.6818272569750345,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16,0.5609105445353323,0.07064120426974427,-1.292159351807104,0.10099876252678701,2.0014782204467876,-0.6168549433846501,-0.3398870095894911,0.3570654024687584,1.2576048290800363,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17,0.09801749011839793,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,0.5956105122631015,0.45856239741762655,-0.4156633727601801,-0.14938917776876248,-1.1569286701794863,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,0.32761244510919735,0.07064120426974427,-1.292159351807104,0.10099876252678701,-0.8102571959205849,-0.6168549433846501,-0.33765829302564726,-0.19342870648506863,-0.36958078998616367,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19,-0.8870189296808383,-1.9890900976377162,-1.292159351807104,-1.9609067815126608,-0.8102571959205849,-0.6168549433846501,-0.5248704843885261,-1.0081599877367327,1.2838497584198139,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20,0.16467408995443647,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-1.6922722841869267,-0.3443444427171787,-0.5567548183945945,-1.6818272569750345,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,0.1868929565664493,0.07064120426974427,-1.292159351807104,0.10099876252678701,0.5956105122631015,-0.6168549433846501,-0.3911474905578984,-0.14938917776876248,0.8901758183231525,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
22,-0.08343658721304033,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-1.6922722841869267,-0.3220572770787407,-0.6558437580062834,-1.6818272569750345,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,-0.05751457616569201,-0.9592244466839859,-1.292159351807104,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.33320085989795967,-0.6668536401853599,-0.8944793767817121,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,-0.3389535532511881,0.07064120426974427,0.6680615533288026,0.10099876252678701,0.5956105122631015,-0.6168549433846501,-0.18721992496619108,0.9185693936016619,1.362584546439146,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,-0.501891908405949,0.07064120426974427,0.6680615533288026,0.10099876252678701,0.5956105122631015,-0.6168549433846501,-0.5248704843885261,0.03777881927553871,0.024093150110497646,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
26,-0.44264159744058135,0.07064120426974427,0.6680615533288026,0.10099876252678701,0.5956105122631015,-0.6168549433846501,-0.5248704843885261,0.03777881927553871,0.024093150110497646,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
27,-0.690011645720991,-0.9592244466839859,0.6680615533288026,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.22176503170576992,-0.6338239936481302,-0.36958078998616367,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28,-0.5463296416299747,0.07064120426974427,0.6680615533288026,0.10099876252678701,0.5956105122631015,0.45856239741762655,-0.25853885500919255,-0.08332988469430323,1.178870041060704,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,-0.6944554190433936,0.07064120426974427,0.6680615533288026,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.20170658263117575,-0.28150776391768095,0.41776709020715896,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,-0.8425811964568126,-0.9592244466839859,0.6680615533288026,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.33765829302564726,-0.6118042292899771,1.231359899740259,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
31,-0.50929819727662,3.160238157130935,0.6680615533288026,3.193857078585959,2.0014782204467876,0.45856239741762655,0.5627431987672461,0.48918398861767687,0.41776709020715896,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
32,-0.9166440851635221,-0.9592244466839859,0.6680615533288026,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.40229107337711734,-0.567764700573671,1.3363396170993687,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,-0.8203623298447997,-0.9592244466839859,0.6680615533288026,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.3677459666375385,-0.7549326976179722,1.2838497584198139,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34,-0.798143463232787,-0.9592244466839859,0.6680615533288026,-0.9299540094929369,-0.8102571959205849,-0.6168549433846501,-0.3911474905578984,-0.5237251718573649,1.2576048290800363,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35,-0.2574843756738076,0.07064120426974427,0.6680615533288026,0.10099876252678701,-0.8102571959205849,4.760231760626732,0.6596923692944513,-0.09433976687337978,0.28654244350827185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36,-0.3907975753458847,0.07064120426974427,0.6680615533288026,0.10099876252678701,-0.8102571959205849,-0.6168549433846501,-0.5248704843885261,-0.4026164678875229,-0.36958078998616367,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
